timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-11T17:05:03,TagData_Generation_Multilingual_Cached,573ab9a9-af13-4508-827d-305d43ca02ae,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,40.71847958298167,2.1274497003136457e-05,5.224776863237338e-07,1.5825999999999998,0.0038,3.0,3.1266057624629456e-05,9.073563776120783e-08,2.627668190917272e-05,5.763347517156338e-05,0.0,United States,USA,virginia,,,macOS-14.6.1-arm64-arm-64bit,3.12.2,3.0.8,12,Apple M3 Pro,1,Apple M3 Pro,-77.4903,39.0469,18.0,process,N,1.0,0.0
