timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-25T20:24:10,dataset_split,dbe05550-3dde-45fa-8ed0-cd78b5f417ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.775969792040996,3.938010905668419e-06,6.817921574130817e-07,8.3577,0.14799999999999996,6.0,6.110260685947665e-06,1.7172806402551936e-07,4.3862425000406805e-06,1.0668231250013865e-05,0.0,United States,USA,virginia,,,macOS-14.6.1-arm64-arm-64bit,3.12.2,3.0.8,12,Apple M3 Pro,1,Apple M3 Pro,-77.4903,39.0469,18.0,machine,N,1.0,0.0
